"","Gender","Cancer type","Stage","HR","cfDNA status","50-54","55-59","60-64","65-69","70-74","75-79"
"849","Male","Thyroid","II","3","negative",1,0,1,0,1,1
"850","Male","Thyroid","II","1","positive",1,0,1,0,1,1
"851","Male","Thyroid","II","1andhalf","positive",1,0,1,1,1,1
"852","Male","Thyroid","II","3","positive",0,1,1,1,1,1
"853","Male","Thyroid","III","1","negative",0,1,1,1,1,1
"854","Male","Thyroid","III","1andhalf","negative",0,1,1,1,1,1
"855","Male","Thyroid","III","3","negative",0,1,1,1,1,1
"856","Male","Thyroid","III","1","positive",0,1,1,1,1,1
"857","Male","Thyroid","III","1andhalf","positive",0,1,1,1,1,1
"858","Male","Thyroid","III","3","positive",0,1,1,1,1,1
"859","Male","Thyroid","IV","1","negative",1,1,1,1,1,1
"860","Male","Thyroid","IV","1andhalf","negative",1,1,1,1,1,1
"861","Male","Thyroid","IV","3","negative",1,1,1,1,1,1
"862","Male","Thyroid","IV","1","positive",1,1,1,1,1,1
"863","Male","Thyroid","IV","1andhalf","positive",1,1,1,1,1,1
"864","Male","Thyroid","IV","3","positive",1,1,1,1,1,1
"865","Male","Urothelial Tract","I","1","negative",1,1,1,1,1,1
"866","Male","Urothelial Tract","I","1andhalf","negative",1,1,1,1,1,1
"867","Male","Urothelial Tract","I","3","negative",1,1,1,1,1,1
"868","Male","Urothelial Tract","I","1","positive",1,1,1,1,1,1
"869","Male","Urothelial Tract","I","1andhalf","positive",1,1,1,1,1,1
"870","Male","Urothelial Tract","I","3","positive",1,1,1,1,1,1
"871","Male","Urothelial Tract","II","1","negative",1,0,1,1,1,1
"872","Male","Urothelial Tract","II","1andhalf","negative",1,0,1,1,1,1
"873","Male","Urothelial Tract","II","3","negative",1,0,1,1,1,1
"874","Male","Urothelial Tract","II","1","positive",1,0,1,1,1,1
"875","Male","Urothelial Tract","II","1andhalf","positive",1,0,1,1,1,1
"876","Male","Urothelial Tract","II","3","positive",1,0,1,1,1,1
"877","Male","Urothelial Tract","III","1","negative",1,1,1,1,1,1
"878","Male","Urothelial Tract","III","1andhalf","negative",1,1,1,1,1,1
"879","Male","Urothelial Tract","III","3","negative",1,1,1,1,1,1
"880","Male","Urothelial Tract","III","1","positive",1,1,1,1,1,1
"881","Male","Urothelial Tract","III","1andhalf","positive",1,1,1,1,1,1
"882","Male","Urothelial Tract","III","3","positive",1,1,1,1,1,1
"883","Male","Urothelial Tract","IV","1","negative",1,1,1,1,1,1
"884","Male","Urothelial Tract","IV","1andhalf","negative",1,1,1,1,1,1
"885","Male","Urothelial Tract","IV","3","negative",1,1,1,1,1,1
"886","Male","Urothelial Tract","IV","1","positive",1,1,1,1,1,1
"887","Male","Urothelial Tract","IV","1andhalf","positive",1,1,1,1,1,1
"888","Male","Urothelial Tract","IV","3","positive",1,1,1,1,1,1
"889","Total","Total","Total","Total","Total",871,863,868,852,866,856
